id,title,label,latintoponym,pleiades,welchid,golvinid,buildingtype,chronogroup,secondcentury,capacity,modcountry,romanregion,zotero,amphitheatrum,dimensionsunknown,arenamajor,arenaminor,extmajor,extminor,exteriorheight,longitude,latitude,elevation
ordonaAmphitheater,Amphitheater at Ordona,Ordona,Herdoniae,https://pleiades.stoa.org/places/442613,,26,amphitheater,first-century,TRUE,6318,Italy,regio-ii,,https://amphi-theatrum.de/1488.html,FALSE,44.6,28.4,74.5,59.4,,15.6231,41.3105,127
bevagnaAmphitheater,Amphitheater at Bevagna,Bevagna,Mevania,https://pleiades.stoa.org/places/413200,,,amphitheater,first-century,TRUE,6251,Italy,regio-vi,,https://amphi-theatrum.de/1596.html,FALSE,44,24,80,53,,12.615587,42.936903,215
minturnaeAmphitheater,Amphitheater at Minturno,Minturno,Minturnae,https://pleiades.stoa.org/places/432940,,,amphitheater,first-century,TRUE,,Italy,regio-i,,https://amphi-theatrum.de/1591.html,FALSE,,,130,,,13.763859,41.241734,10
sinuessaAmphitheater,Amphitheater at Sinuessa,Sinuessa,Sinuessa,https://pleiades.stoa.org/places/433122,,274,amphitheater,imperial,TRUE,,Italy,regio-i,,,FALSE,,,80,45,,13.846372,41.153584,5
geyreAmphitheater,Late Roman Amphitheater at Geyre (Aphrodisias),Geyre (Aphrodisias),Aphrodisias,https://pleiades.stoa.org/places/638753,,,arena-in-stadium,fourth-century,FALSE,,Turkey,asia,KNXG4VJN,https://amphi-theatrum.de/2654.html,FALSE,59,30,,,,28.723061,37.712553,526
djerbaAmphitheater,Djerba Amphitheater,Djerba,Meninge,https://pleiades.stoa.org/places/344439,,,amphitheater,imperial,TRUE,,Tunisia,proconsularis,,https://amphi-theatrum.de/1324.html,FALSE,,,68,,,10.913907,33.685822,1
zagaroloLudus,Zagarolo Ludus,Zagarolo,,https://pleiades.stoa.org/places/423086,,,practice-arena,imperial,FALSE,,Italy,regio-i,,https://amphi-theatrum.de/2089.html,FALSE,,,40,,,12.819255,41.858402,275
tusculumAmphitheater,Tusculum Amphitheater,Tusculum,,https://pleiades.stoa.org/places/423108,,184,amphitheater,second-century,TRUE,4853,Italy,regio-i,,https://amphi-theatrum.de/1423.html,FALSE,49,30,73,54,,12.702103,41.798372,582
forumNovumAmphitheater,Forum Novum Amphitheater,Forum Novum,Forum Novum,https://pleiades.stoa.org/places/413148,,,amphitheater,first-century,TRUE,2000,Italy,regio-iv,HKRAD2P6,,FALSE,45,25,,,,12.603363,42.329875,137
todiAmphitheater,Todi Amphitheater,Todi,Tuder,https://pleiades.stoa.org/places/413354,,,amphitheater,imperial,TRUE,,Italy,regio-vi,,https://amphi-theatrum.de/1400.html,FALSE,,,90,60,,12.413528,42.778653,330
terniAmphitheater,Terni Amphitheater,Terni,Interamna Nahars,https://pleiades.stoa.org/places/413178,,144,amphitheater,first-century,TRUE,10890,Italy,regio-vi,,https://amphi-theatrum.de/1401.html,FALSE,65,36,95,73,,12.64336,42.559785,240
spoletoAmphitheater,Spoleto Amphitheater,Spoleto,Spoletium,https://pleiades.stoa.org/places/413320,,86,amphitheater,first-century,TRUE,,Italy,regio-vi,,https://amphi-theatrum.de/2681.html,FALSE,,,115,85,,12.738992,42.738427,327
aquaeNeriAmphitheater,Aquae Neri Amphitheater,Aquae Neri,Neriomagus,https://pleiades.stoa.org/places/138185,,20,amphitheater,first-century,TRUE,3926,France,aquitania,,,FALSE,50,30,70,50,,2.658224,46.289891,489
aureliumCommodianumAmphitheater,Aurelium Commodianum Amphitheater,Aurelium Commodianum,Aurelium Commodianum,https://pleiades.stoa.org/places/315084,,,amphitheater,second-century,TRUE,,Tunisia,proconsularis,,https://amphi-theatrum.de/1356.html,FALSE,,,65,55,,9.889218,36.527797,205
jebelMorabaAmphitheater,Jebel Moraba Amphitheater,Jebel Moraba,,https://pleiades.stoa.org/places/208942158,,,amphitheater,imperial,TRUE,,Tunisia,proconsularis,,https://amphi-theatrum.de/1317.html,FALSE,,,61,,,9.860836,36.597655,311
faleroneAmphitheater,Falerone Amphitheater,Falerone,Falerio,https://pleiades.stoa.org/places/413127,,99,amphitheater,julio-claudian,TRUE,,Italy,regio-v,,https://amphi-theatrum.de/1525.html,FALSE,,,88.8,80,,13.495903,43.101106,222
fermoAmphitheater,Fermo Amphitheater,Fermo,Firmum Picenum,https://pleiades.stoa.org/places/413135,,,amphitheater,imperial,TRUE,,Italy,regio-v,,https://amphi-theatrum.de/1603.html,TRUE,,,,,,13.718231,43.161433,290
frosinoneAmphitheater,Frosinone Amphitheater,Frosinone,Frusino,https://pleiades.stoa.org/places/432852,,106,amphitheater,imperial,TRUE,,Italy,regio-i,,https://amphi-theatrum.de/1531.html,FALSE,,,78,57,,13.353417,41.64507,213
ruggeAmphitheater,Rugge Amphitheater,Rugge,Rudiae,https://pleiades.stoa.org/places/442753,,,amphitheater,imperial,TRUE,,Italy,regio-ii,,https://amphi-theatrum.de/2217.html,FALSE,,,83,66,,18.146729,40.334316,38
egnaziaAmphitheater,Egnazia Amphitheater,Egnazia,Egnatia,https://pleiades.stoa.org/places/442573,,,amphitheater,third-century,FALSE,,Italy,regio-ii,,https://amphi-theatrum.de/1610.html,FALSE,37,25,,,,17.391188,40.887891,2
canosaAmphitheater,Canosa Amphitheater,Canosa,Canusium,https://pleiades.stoa.org/places/442525,,,amphitheater,imperial,FALSE,,Italy,regio-ii,,https://amphi-theatrum.de/1607.html,FALSE,,,138,106,,16.05603,41.221739,81
sipontoAmphitheater,Siponto Amphitheater,Siponto,Sipous,https://pleiades.stoa.org/places/442797,,,amphitheater,imperial,TRUE,,Italy,regio-ii,,https://amphi-theatrum.de/2222.html,TRUE,,,,,,15.888896,41.611536,18
chietiAmphitheater,Chieti Amphitheater,Chieti,Teate Marrucinorum,https://pleiades.stoa.org/places/413333,,,amphitheater,first-century,TRUE,,Italy,regio-iv,,https://amphi-theatrum.de/2047.html,FALSE,59,41,,,,14.16255,42.345021,343
teanoAmphitheater,Amphitheater at Teano,Teano,Teanum Sidicinum,https://pleiades.stoa.org/places/433146,7,4,amphitheater,republican,TRUE,,Italy,regio-ii,,,TRUE,,,,,,14.065098,41.251661,191
henchirDuomaAmphitheater,Henchir Douama Amphitheater,Henchir Douama,Uchi Maius,https://pleiades.stoa.org/places/315242,,,amphitheater,imperial,TRUE,,Tunisia,proconsularis,,https://amphi-theatrum.de/1345.html,FALSE,,,55,43,,9.085182,36.412511,418
ainToungaAmphitheater,Ain Tounga Amphitheater,Ain Tounga,Thignica,https://pleiades.stoa.org/places/315207,,116,amphitheater,second-century,TRUE,3000,Tunisia,proconsularis,,https://amphi-theatrum.de/1532.html,FALSE,39,26.5,56,46,,9.361924,36.52782,226
aleriaAmphitheater,Aleria Amphitheater,Aleria,Alalia,https://pleiades.stoa.org/places/472048,,131,amphitheater,imperial,TRUE,1248,France,corsica-et-sardinia,,,FALSE,29.6,24,39.6,34,,9.5102,42.100889,41
volterraAmphitheater,Volterra Amphitheater,Volterra,Volaterrae,https://pleiades.stoa.org/places/403292,,,amphitheater,first-century,TRUE,10000,Italy,regio-vii,XW8VDUBU,https://amphi-theatrum.de/2677.html,FALSE,,,87,68,,10.862152,43.407162,456
vastoAmphitheater,Amphitheater at Vasto,Vasto,Histonium,https://pleiades.stoa.org/places/413171,,,amphitheater,imperial,TRUE,,Italy,regio-iv,,https://amphi-theatrum.de/2042.html,FALSE,,,100,80,,14.708095,42.111291,150
suasaAmphitheater,Amphitheater at Suasa,Suasa,Suasa,https://pleiades.stoa.org/places/413324,,,amphitheater,imperial,TRUE,,Italy,regio-vi,,https://amphi-theatrum.de/2833.html,FALSE,58,36,99,75,,12.986831,43.624682,139
pollenzoAmphitheater,Amphitheater at Pollenzo,Pollenzo,Pollentia,https://pleiades.stoa.org/places/383745,,59,amphitheater,imperial,TRUE,,Italy,regio-ix,,https://amphi-theatrum.de/1391.html,FALSE,,,120,93,,7.895993,44.684698,200
vercelliAmphitheater,Amphitheater at Vercelli,Vercelli,Vercellae,https://pleiades.stoa.org/places/383815,,,amphitheater,late-first-early-second-century,TRUE,,Italy,regio-xi,SN69JGM2,https://amphi-theatrum.de/2948.html,FALSE,,,107,90,,8.426863,45.319277,126
sanGiovanniAmphitheater,Amphitheater at San Giovanni in Carico,San Giovanni in Carico,Fabrateria Nova,https://pleiades.stoa.org/places/432825,,,amphitheater,imperial,TRUE,,Italy,regio-i,,https://amphi-theatrum.de/2084.html,FALSE,,,75,,,13.552957,41.518993,87
megiddoAmphitheater,Amphitheater at Megiddo,Megiddo,Legio,https://pleiades.stoa.org/places/678266,,,amphitheater,imperial,TRUE,,Israel,judaea,,,FALSE,,,70,50,,35.183968,32.58102,141
suessaAruncaAmphitheater,Amphitheater at Suessa Arunca,Suessa Arunca,Suessa,https://pleiades.stoa.org/places/433132,11,,amphitheater,republican,TRUE,,Italy,regio-i,,https://amphi-theatrum.de/2833.html,TRUE,,,,,,13.933458,41.230843,128
altripaldaAmphitheater,Amphitheater at Altripalda,Altripalda,Abellinum,https://pleiades.stoa.org/places/432618,12,,amphitheater,republican,TRUE,,Italy,regio-i,,https://amphi-theatrum.de/1860.html,TRUE,,,,,,14.825649,40.917353,303
compsaAmphitheater,Amphitheater at Compsa,Compsa,Compsa,https://pleiades.stoa.org/places/442550,,,amphitheater,republican,TRUE,,Italy,regio-ii,,,TRUE,,,,,,15.330556,40.870278,572
yorkAmphitheater,Amphitheater at York,York,Eboracum,https://pleiades.stoa.org/places/89175,,,amphitheater,imperial,TRUE,,United Kingdom,britannia,,https://amphi-theatrum.de/1753.html,TRUE,,,,,,-1.080278,53.958333,21
barcelonaAmphitheater,Amphitheater at Barcelona,Barcelona,Barcino,https://pleiades.stoa.org/places/246343,,,amphitheater,imperial,TRUE,,Spain,tarraconensis,,https://amphi-theatrum.de/2613.html,FALSE,,,117,93,,2.182077,41.383003,3
istanbulAmphitheater,Amphitheater at Istanbul,Istanbul,Byzantium,https://pleiades.stoa.org/places/520985,,,amphitheater,imperial,TRUE,,Turkey,thracia,,https://amphi-theatrum.de/1735.html,TRUE,,,,,,28.985442,41.014686,32
chichesterAmphitheater,Amphitheater at Chichester,Chichester,Noviomagus Reginorum,https://pleiades.stoa.org/places/79622,,35,amphitheater,flavian,TRUE,,United Kingdom,britannia,,https://amphi-theatrum.de/1492.html,FALSE,56,47,,,,-0.771186,50.835394,14
reggioEmiliaAmphitheater,Amphitheater at Reggio Emilia,Reggio Emilia,Regium Lepidi,https://pleiades.stoa.org/places/383755,,,amphitheater,imperial,TRUE,,Italy,regio-viii,,https://amphi-theatrum.de/2575.html,TRUE,,,,,,10.629951,44.702888,59
tharrosAmphitheater,Amphitheater at Tharros,Tharros,Tharros,https://pleiades.stoa.org/places/472032,,,amphitheater,imperial,TRUE,,Italy,corsica-et-sardinia,,,FALSE,32,32,50,46,,8.440713,39.876577,27
torreparedonesAmphitheater,Amphitheater at Torreparedones,Torreparedones,Colonia Virtus Iulia,https://pleiades.stoa.org/places/265938,,,amphitheater,flavian,TRUE,,Spain,baetica,A3LTIU8B,,FALSE,,,69,61,,-4.3806,37.752468,510
nazilliAmphitheater,Amphitheater at Nazilli,Nazilli,Mastaura,https://pleiades.stoa.org/places/599790,,,amphitheater,severan,FALSE,20000,Turkey,asia,RXR56NIQ,https://amphi-theatrum.de/3060.html,TRUE,,,,,,28.338099,37.955596,604
trentoAmphitheater,Amphitheater at Trento,Trento,Tridentum,https://pleiades.stoa.org/places/383804,,,amphitheater,second-century,TRUE,,Italy,regio-x,WAQBUSAR,https://amphi-theatrum.de/3048.html,FALSE,62,48,,,,11.125334,46.069205,248
avenchesAmphitheater,Amphitheater at Avenches,Avenches,Aventicum,https://pleiades.stoa.org/places/177495,,104,amphitheater,second-century,TRUE,13006,Switzerland,germania-superior,LD7NNHSG,https://amphi-theatrum.de/2723.html,FALSE,51,39,99,87,,7.042646,46.880971,470
venafroAmphitheater,Amphitheater at Venafro,Venafro,Venafrum,https://pleiades.stoa.org/places/433185,,87,amphitheater,imperial,TRUE,15000,Italy,regio-i,HQ9QC3FS,https://amphi-theatrum.de/1392.html,FALSE,60,35,110,85,,14.046835,41.48255,176
saintGeorgesDuBoisAmphitheater,Amphitheater at Saint-Georges-du-Bois,Saint-Georges-du-Bois,,,,103,amphitheater,first-century,TRUE,3000,France,aquitania,ZSJDWT3E,https://amphi-theatrum.de/1529.html,FALSE,54,30,65,50,,-0.749919,46.142723,39
toledoAmphitheater,Amphitheater at Toledo,Toledo,Toletum,https://pleiades.stoa.org/places/266066,,,amphitheater,imperial,TRUE,,Spain,tarraconensis,9JJW3LUE,https://amphi-theatrum.de/3090.html,TRUE,,,,,,-4.022888,39.865349,482
kaiseraugustAmphitheater,Amphitheater at Kaiseraugst,Kaiseraugst,Castrum Rauracense,https://pleiades.stoa.org/places/81716458,,,amphitheater,fourth-century,FALSE,,Switzerland,germania-superior,AUHQAHQB,https://amphi-theatrum.de/3066.html,FALSE,,,50,40,,7.721596,47.540822,482
ammaiaAmphitheater,Amphitheater at Ammaia,Ammaia,Ammaia,https://pleiades.stoa.org/places/255975,,,amphitheater,imperial,TRUE,,Portugal,lusitania,,https://amphi-theatrum.de/3020.html,FALSE,,,60,,,-7.39197,39.369905,566
contributaAmphitheater,Amphitheater at Contributa Iulia Ugultunia,Contributa,Contributa Iulia Ugultunia,https://pleiades.stoa.org/places/256126,,,amphitheater,imperial,TRUE,,Spain,baetica,,https://amphi-theatrum.de/3093.html,FALSE,,,72,,,-6.38932,38.347751,501
formiaAmphitheater,Amphitheater at Formia,Formia,Formiae,https://pleiades.stoa.org/places/432839,,,amphitheater,imperial,TRUE,,Italy,regio-i,,https://amphi-theatrum.de/1603.html,TRUE,,,,,,13.607631,41.258366,24
